subject,nAlts,targetAlt,alt1,alt2,alt3,alt4,alt5,alt6,alt7,alt8,response,rt,accuracy,respDeviation
1,8,0.0070729,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.0019519,1.8644,1,0.005121
1,8,0.23893,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.30596,2.4051,0,0.067023
1,8,0.81939,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.83308,1.042,1,0.013695
1,8,0.48577,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.4683,4.2099,1,0.017468
1,8,0.094034,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.09134,1.0676,1,0.0026937
1,8,0.23893,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.2895,1.6002,0,0.050562
1,8,0.30484,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.29592,1.7318,1,0.008922
1,8,0.30484,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.23094,1.3798,0,0.073903
1,8,0.0070729,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.99034,1.6519,0,0.016729
1,8,0.81939,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.79791,1.2127,1,0.021475
1,8,0.094034,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.078846,1.1402,1,0.015188
1,8,0.30484,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.2428,3.9221,0,0.062039
1,8,0.48577,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.47809,1.2784,1,0.0076785
1,8,0.81939,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.81734,0.86389,1,0.0020515
1,8,0.30484,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.29261,3.0585,1,0.012233
1,8,0.094034,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.10238,2.1787,1,0.0083445
1,8,0.48577,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.4659,0.90226,1,0.019869
1,8,0.0070729,0.094034,0.81939,0.23893,0.66157,0.9967,0.0070729,0.48577,0.30484,0.0049681,1.5002,1,0.0021048
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.40264,1.599,1,0.023637
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.88844,1.0038,1,4.89E-06
1,5,0.38353,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.35964,1.7746,1,0.023896
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.79144,0.91533,1,1.68E-05
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.88062,0.98148,1,0.0078103
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.41282,1.7789,1,0.013457
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.3668,1.6897,0,0.059481
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65966,0.90115,1,0.0033102
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.41528,1.9331,1,0.011005
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.87453,0.986,1,0.013906
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.78414,1.272,1,0.0073146
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.87598,0.90347,1,0.012453
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65977,1.3141,1,0.003419
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.7963,1.7558,1,0.0048414
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.88724,1.1451,1,0.0011927
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65759,1.3092,0,0.13386
1,5,0.38353,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.41086,1.5713,1,0.02733
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.40766,1.5887,1,0.018623
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.66593,0.83809,1,0.009575
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.89442,1.169,1,0.0059916
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65804,0.85503,1,0.0016933
1,5,0.38353,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.38142,1.5011,1,0.0021149
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.63144,0.76359,1,0.02491
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.79452,0.95125,1,0.0030649
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.89101,0.7268,1,0.0025825
1,5,0.79145,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65496,1.2468,0,0.13649
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65779,0.92235,1,0.0014392
1,5,0.88843,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.89037,1.3177,1,0.0019422
1,5,0.42628,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.40474,1.3331,1,0.021541
1,5,0.65635,0.79145,0.42628,0.88843,0.65635,0.38353,0,0,0,0.65364,0.89651,1,0.0027126
1,0,0.71511,0,0,0,0,0,0,0,0,0.70109,1.3621,1,0.014015
1,0,0.1402,0,0,0,0,0,0,0,0,0.095038,3.0482,0,0.045161
1,0,0.59506,0,0,0,0,0,0,0,0,0.71488,1.2357,0,0.11982
1,0,0.27527,0,0,0,0,0,0,0,0,0.3335,2.3984,0,0.058233
1,0,0.042603,0,0,0,0,0,0,0,0,0.043754,1.5993,1,0.0011516
1,0,0.26881,0,0,0,0,0,0,0,0,0.24673,2.2185,1,0.022081
1,0,0.59506,0,0,0,0,0,0,0,0,0.70449,1.336,0,0.10944
1,0,0.92038,0,0,0,0,0,0,0,0,0.849,1.4042,0,0.071387
1,0,0.48075,0,0,0,0,0,0,0,0,0.054199,3.8642,0,0.42655
1,0,0.71511,0,0,0,0,0,0,0,0,0.68665,1.0571,1,0.028457
1,0,0.64427,0,0,0,0,0,0,0,0,0.69529,0.89987,0,0.051022
1,0,0.22444,0,0,0,0,0,0,0,0,0.37395,1.5207,0,0.14951
1,0,0.084511,0,0,0,0,0,0,0,0,0.078918,1.1901,1,0.005592
1,0,0.48075,0,0,0,0,0,0,0,0,0.87824,4.3176,0,0.39749
1,0,0.48075,0,0,0,0,0,0,0,0,0.45017,2.832,1,0.030581
1,0,0.85395,0,0,0,0,0,0,0,0,0.83822,1.1385,1,0.015739
1,0,0.48075,0,0,0,0,0,0,0,0,0.66501,0.99465,0,0.18426
1,0,0.40971,0,0,0,0,0,0,0,0,0.41135,1.5107,1,0.0016474
1,0,0.85395,0,0,0,0,0,0,0,0,0.86085,1.1222,1,0.0068993
1,0,0.22444,0,0,0,0,0,0,0,0,0.19734,2.0903,1,0.027099
1,0,0.53435,0,0,0,0,0,0,0,0,0.66957,1.0964,0,0.13523
1,0,0.59506,0,0,0,0,0,0,0,0,0.72499,1.2337,0,0.12994
1,0,0.59506,0,0,0,0,0,0,0,0,0.66086,0.98655,0,0.065801
1,0,0.3403,0,0,0,0,0,0,0,0,0.3534,1.986,1,0.013101
1,0,0.48075,0,0,0,0,0,0,0,0,0.59943,2.0995,0,0.11868
1,0,0.96799,0,0,0,0,0,0,0,0,0.36901,2.0189,0,0.40103
1,0,0.3319,0,0,0,0,0,0,0,0,0.23395,1.9456,0,0.097944
1,0,0.2872,0,0,0,0,0,0,0,0,0.34866,1.8037,0,0.061463
1,0,0.71511,0,0,0,0,0,0,0,0,0.67509,1.2005,0,0.040017
1,0,0.59506,0,0,0,0,0,0,0,0,0.65943,1.9699,0,0.064371
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.61905,1.6043,0,0.4509
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.69818,5.2804,0,0.46996
1,8,0.8008,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.80345,1.1053,1,0.002641
1,8,0.6319,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.69812,1.0161,0,0.066219
1,8,0.70286,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.62562,0.96546,0,0.077234
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.14638,3.1681,1,0.021762
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.1551,1.171,1,0.013046
1,8,0.4993,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.48995,1.8137,1,0.0093534
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.15966,3.7164,1,0.0084801
1,8,0.4583,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.43726,2.334,1,0.021032
1,8,0.6319,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.70304,1.5695,0,0.071144
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.16694,2.7703,1,0.0012045
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.16976,1.6238,1,0.0016162
1,8,0.4993,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.48953,2.1075,1,0.0097675
1,8,0.4993,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.49319,1.7519,1,0.0061141
1,8,0.99083,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.98218,1.4221,1,0.008647
1,8,0.99083,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.97773,1.1349,1,0.013105
1,8,0.6319,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.68932,4.1422,0,0.057422
1,8,0.4993,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.48881,1.8678,1,0.01049
1,8,0.8008,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.78977,2.762,1,0.011038
1,8,0.94668,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.98221,2.476,0,0.035531
1,8,0.8008,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.81371,1.3683,1,0.012903
1,8,0.6319,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.69633,1.6042,0,0.064437
1,8,0.70286,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.70032,1.8156,1,0.0025368
1,8,0.70286,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.6321,1.0578,0,0.070756
1,8,0.4993,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.49198,1.9619,1,0.0073198
1,8,0.94668,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.95439,2.3114,1,0.00771
1,8,0.70286,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.6225,1.4508,0,0.080355
1,8,0.16814,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.16473,1.7029,1,0.0034066
1,8,0.70286,0.4993,0.8008,0.94668,0.6319,0.70286,0.99083,0.4583,0.16814,0.69133,1.223,1,0.011523
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.06451,1.1116,1,0.0077088
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.063707,0.91846,1,0.0085113
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.0048955,1.4073,1,0.00074939
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.066256,1.566,1,0.0059624
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.074989,1.0281,1,0.0027705
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.0051092,2.0016,1,0.00053564
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.83656,0.75708,1,0.008358
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.64292,0.62638,1,0.0094623
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.82135,0.87046,1,0.0068518
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.62846,0.99112,1,0.0049917
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.6286,1.7694,1,0.0048585
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.078719,1.7554,0,0.073074
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.024138,1.3435,0,0.048081
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.81806,0.93621,1,0.010135
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.63246,1.0764,1,0.00099688
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.0040474,1.6311,0,0.37059
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.00087383,1.6831,1,0.004771
1,5,0.13501,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.063421,1.324,0,0.071592
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.82644,0.82215,1,0.0017586
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.062313,1.3943,1,0.0099053
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.0082396,1.7843,1,0.0025947
1,5,0.63346,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.6156,1.4857,1,0.017861
1,5,0.13501,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.1269,2.0358,1,0.0081159
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.07581,1.138,1,0.0035914
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.81376,0.83345,1,0.014438
1,5,0.8282,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.82737,1.0062,1,0.0008275
1,5,0.13501,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.12261,1.0663,1,0.012408
1,5,0.0056448,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.0054352,1.0584,1,0.00020963
1,5,0.13501,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.12306,1.0664,1,0.011955
1,5,0.072219,0.0056448,0.8282,0.63346,0.072219,0.13501,0,0,0,0.072439,1.8411,1,0.00022021
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.5052,1.0466,1,0.0097073
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.50312,1.114,1,0.011784
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.50327,1.0095,1,0.011633
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97199,0.85885,1,0.0096384
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.98416,1.0889,1,0.0025326
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.96951,0.88168,1,0.012116
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97912,0.96451,1,0.0025043
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.50462,1.0798,1,0.010282
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.48758,1.1353,1,0.027328
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.98771,1.04,1,0.0060889
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.51187,1.0382,1,0.0030324
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.51686,1.0565,1,0.0019593
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97037,0.82572,1,0.011252
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97725,0.61517,1,0.0043787
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.98275,0.67793,1,0.0011268
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.49863,1.36,1,0.016272
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.5096,1.1274,1,0.0052985
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97448,0.69414,1,0.0071467
1,2,0.98162,0.98162,0.5149,0,0,0,0,0,0,0.97743,0.98226,1,0.0041896
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.52199,0.87761,1,0.0070869
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.47643,0.98178,0,0.038471
1,2,0.5149,0.98162,0.5149,0,0,0,0,0,0,0.51093,0.73324,1,0.0039732
