Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
101,0,1,30,2,0,0.83059,0.83059,1.215,0.3844,0.3844,0.6307,101
101,0,1,45,3,0,2.6589,2.6589,2.661,0.002109,0.002109,0.43304,193
101,0,1,45,3,0,2.7512,2.7512,2.8915,0.1403,0.1403,0.47795,140
101,0,1,45,3,0,2.8235,2.8235,2.8699,0.046408,0.046408,0.52188,166
101,0,1,45,3,0,0.45384,0.45384,0.2542,-0.19964,0.19964,0.49588,129
101,0,1,15,1,0,0.069205,0.069205,0.073585,0.0043794,0.0043794,0.5531,189
101,0,1,30,2,20,2.3852,2.0362,2.4755,0.43927,0.43927,0.4579,94
101,0,1,15,1,20,2.5693,2.2203,2.3423,0.12204,0.12204,0.48245,144
101,0,1,30,2,20,0.64153,0.29246,0.3963,0.10384,0.10384,0.53196,149
101,0,1,15,1,20,1.6234,1.2743,1.6695,0.39514,0.39514,0.49327,100
101,0,1,45,3,50,2.7523,1.8797,2.6765,0.79681,0.79681,0.35695,58
101,0,1,45,3,0,1.3813,1.3813,1.3857,0.0043966,0.0043966,1.253,189
101,0,1,30,2,0,2.7474,2.7474,2.5763,-0.17105,0.17105,0.76578,134
101,0,1,15,1,-70,0.40327,2.3231,2.2329,-0.090245,0.090245,0.88137,152
101,0,1,45,3,0,2.8197,2.8197,2.675,-0.1447,0.1447,0.74813,139
101,0,1,30,2,0,1.3694,1.3694,1.3786,0.0091882,0.0091882,0.69333,185
101,0,1,15,1,50,2.5448,1.6721,1.538,-0.13407,0.13407,1.0264,142
101,0,1,15,1,50,2.3196,1.4469,1.7851,0.33821,0.33821,1.051,107
101,0,1,30,2,0,1.9635,1.9635,1.8956,-0.067947,0.067947,0.5704,158
101,0,1,30,2,0,2.2786,2.2786,2.2524,-0.026227,0.026227,0.87412,174
101,0,1,45,3,0,1.571,1.571,1.4382,-0.13278,0.13278,0.74811,142
101,0,1,15,1,20,3.0957,2.7466,2.4519,-0.29471,0.29471,1.2381,113
101,0,1,30,2,0,0.61238,0.61238,0.69221,0.079835,0.079835,1.0998,155
101,0,1,15,1,-70,0.36014,2.28,0.39272,1.2543,1.2543,0.86876,21
101,1,0,45,3,819,-999,2.4466,2.326,-0.12052,0.12052,0.76623,172
101,1,0,30,2,819,-999,2.2628,2.0176,-0.24517,0.24517,0.54915,160
101,1,0,15,1,819,-999,2.6372,2.653,0.015718,0.015718,0.54778,190
101,1,0,45,3,819,-999,2.1252,2.0635,-0.061726,0.061726,0.60081,180
101,1,0,30,2,819,-999,1.4282,1.4461,0.017875,0.017875,0.52861,189
101,1,0,30,2,819,-999,0.37345,2.4366,-1.0785,1.0785,0.514,117
101,1,0,30,2,819,-999,0.22463,2.9832,-0.38306,0.38306,0.71214,151
101,1,0,15,1,819,-999,1.0352,0.73948,-0.29577,0.29577,0.593,157
101,1,0,15,1,819,-999,2.2597,2.1903,-0.069345,0.069345,0.59395,179
101,1,0,15,1,819,-999,2.03,1.9772,-0.052736,0.052736,0.61361,182
101,1,0,45,3,819,-999,0.8974,0.88527,-0.012127,0.012127,0.72407,191
101,1,0,30,2,819,-999,0.17574,0.15165,-0.024086,0.024086,0.78109,188
101,1,0,15,1,819,-999,1.0384,1.1158,0.077394,0.077394,0.72616,178
101,1,0,30,2,819,-999,0.79741,0.60263,-0.19479,0.19479,0.74227,165
101,1,0,30,2,819,-999,1.2299,0.88563,-0.34429,0.34429,0.58585,153
101,1,0,30,2,819,-999,2.8785,2.6685,-0.20996,0.20996,0.64557,163
101,1,0,45,3,819,-999,0.34294,0.61878,0.27583,0.27583,0.55573,158
101,1,0,45,3,819,-999,1.439,1.8354,0.39642,0.39642,0.64846,150
101,1,0,15,1,819,-999,0.31496,0.35449,0.039534,0.039534,0.72385,184
101,1,0,45,3,819,-999,1.5994,0.84102,-0.75834,0.75834,0.64452,131
101,1,0,45,3,819,-999,1.7077,2.0404,0.3327,0.3327,0.60007,154
101,1,0,45,3,819,-999,1.2362,1.6441,0.40781,0.40781,0.70932,149
101,1,0,15,1,819,-999,2.847,2.8608,0.013774,0.013774,0.6066,191
101,1,0,15,1,819,-999,3.0853,0.069508,0.12579,0.12579,1.0354,72
101,1,1,45,3,-20,0.19055,2.9831,0.039019,0.19753,0.19753,0.84109,165
101,1,1,45,3,0,0.11785,0.11785,0.18184,0.063991,0.063991,0.62321,180
101,1,1,45,3,70,2.3076,1.0859,1.0188,-0.067159,0.067159,0.73126,179
101,1,1,30,2,70,1.5277,0.30602,1.4958,1.1898,1.1898,0.80825,113
101,1,1,30,2,20,0.54938,0.20032,0.2268,0.026483,0.026483,0.76555,187
101,1,1,15,1,50,1.9043,1.0316,0.75536,-0.27627,0.27627,0.77418,158
101,1,1,45,3,20,0.43331,0.084245,0.37588,0.29164,0.29164,0.56126,157
101,1,1,45,3,70,2.4837,1.262,2.6675,1.4056,1.4056,0.56034,105
101,1,1,30,2,0,2.6158,2.6158,2.4567,-0.15902,0.15902,0.53664,168
101,1,1,30,2,-70,0.23,2.1499,1.7878,-0.36209,0.36209,0.66177,152
101,1,1,45,3,0,0.83782,0.83782,0.69592,-0.1419,0.1419,0.52727,170
101,1,1,30,2,0,1.5966,1.5966,1.655,0.058382,0.058382,0.4329,181
101,1,1,15,1,0,0.21086,0.21086,0.26122,0.050359,0.050359,0.53565,182
101,1,1,15,1,0,0.007643,0.007643,0.19555,0.18791,0.18791,0.5588,165
101,1,1,15,1,70,1.8725,0.65082,0.881,0.23018,0.23018,0.88022,162
101,1,1,30,2,0,0.25052,0.25052,0.42703,0.1765,0.1765,0.63783,166
101,1,1,15,1,0,1.2049,1.2049,1.1965,-0.0084187,0.0084187,0.55752,193
101,1,1,15,1,70,1.7525,0.53074,0.33636,-0.19438,0.19438,0.76143,165
101,1,1,45,3,20,0.64414,0.29508,0.33313,0.03805,0.03805,0.55675,184
101,1,1,30,2,0,1.4635,1.4635,1.407,-0.056518,0.056518,0.59194,181
101,1,1,45,3,20,0.38586,0.036793,0.32805,0.29126,0.29126,0.70324,157
101,1,1,15,1,0,1.9945,1.9945,1.8816,-0.11296,0.11296,0.64089,173
101,1,1,30,2,70,1.9112,0.68942,0.46096,-0.22846,0.22846,0.6349,162
101,1,1,15,1,50,1.4857,0.613,0.57058,-0.042419,0.042419,0.57711,184
101,1,0,30,2,819,-999,0.91801,1.1532,0.23524,0.23524,0.75216,161
101,1,0,15,1,819,-999,2.0253,2.1017,0.076468,0.076468,0.63876,178
101,1,0,30,2,819,-999,1.6803,1.9647,0.28441,0.28441,0.65122,157
101,1,0,45,3,819,-999,0.13416,0.53711,0.40295,0.40295,0.64787,149
101,1,0,45,3,819,-999,1.2506,0.97928,-0.27135,0.27135,0.63716,158
101,1,0,15,1,819,-999,2.8527,2.5364,-0.31622,0.31622,0.65753,155
101,1,0,30,2,819,-999,0.0068462,0.48492,0.47807,0.47807,0.79527,145
101,1,0,30,2,819,-999,2.7651,2.6522,-0.11291,0.11291,0.61715,173
101,1,0,45,3,819,-999,0.79375,1.2159,0.42213,0.42213,0.73978,148
101,1,0,30,2,819,-999,1.5531,1.7122,0.15913,0.15913,0.60756,168
101,1,0,15,1,819,-999,0.16771,0.13746,-0.030258,0.030258,0.58589,186
101,1,0,15,1,819,-999,1.2634,1.0241,-0.23927,0.23927,0.55555,161
101,1,0,15,1,819,-999,0.84884,0.69474,-0.15411,0.15411,0.56899,169
101,1,0,45,3,819,-999,0.010624,2.1907,-0.96149,0.96149,0.55316,122
101,1,0,30,2,819,-999,2.5948,2.6945,0.099764,0.099764,0.60777,175
101,1,0,45,3,819,-999,1.9087,0.31624,1.5492,1.5492,0.55871,101
101,1,0,45,3,819,-999,2.0944,1.6528,-0.44152,0.44152,0.70064,147
101,1,0,30,2,819,-999,0.39805,0.38573,-0.012312,0.012312,1.4553,91
101,1,0,15,1,819,-999,1.4039,1.3085,-0.095351,0.095351,0.67223,175
101,1,0,45,3,819,-999,1.156,1.6671,0.51104,0.51104,0.60131,143
101,1,0,15,1,819,-999,1.0409,0.99783,-0.043063,0.043063,0.58542,183
101,1,0,45,3,819,-999,1.2952,1.8895,0.59427,0.59427,0.5579,138
101,1,0,30,2,819,-999,1.5686,1.6105,0.041948,0.041948,0.63111,184
101,1,0,15,1,819,-999,2.4991,2.465,-0.03411,0.03411,0.50092,185
101,0,1,15,1,0,1.5877,1.5877,1.6301,0.042368,0.042368,0.62808,167
101,0,1,45,3,0,2.081,2.081,2.1875,0.10644,0.10644,0.65187,148
101,0,1,15,1,20,0.91933,0.57027,0.54343,-0.026843,0.026843,0.61067,174
101,0,1,15,1,-50,0.79229,3.0612,0.090057,0.17043,0.17043,0.70559,134
101,0,1,15,1,-70,0.37464,2.2945,2.1616,-0.13287,0.13287,0.82921,142
101,0,1,30,2,50,1.7254,0.85274,0.74016,-0.11258,0.11258,0.7715,146
101,0,1,15,1,20,1.6343,1.2852,1.181,-0.10415,0.10415,0.74119,148
101,0,1,45,3,-50,0.042946,2.3119,2.4288,0.11692,0.11692,0.67536,145
101,0,1,45,3,50,1.8947,1.022,1.0634,0.041377,0.041377,0.92735,168
101,0,1,15,1,70,2.2615,1.0397,1.0053,-0.034486,0.034486,0.75957,170
101,0,1,30,2,0,1.9251,1.9251,2.0387,0.11359,0.11359,0.67788,146
101,0,1,15,1,20,1.413,1.0639,0.85701,-0.20694,0.20694,0.72776,127
101,0,1,15,1,-20,0.28022,3.0727,0.025391,0.094239,0.094239,0.62033,151
101,0,1,30,2,0,0.14851,0.14851,0.25336,0.10485,0.10485,0.56873,148
101,0,1,30,2,20,2.8531,2.504,2.6403,0.13627,0.13627,0.73944,141
101,0,1,45,3,20,1.9179,1.5688,1.7512,0.18241,0.18241,0.64803,132
101,0,1,45,3,0,2.4594,2.4594,2.506,0.046603,0.046603,0.667,166
101,0,1,45,3,70,3.0335,1.8118,2.2575,0.44567,0.44567,0.62967,93
101,0,1,45,3,0,1.9908,1.9908,1.8296,-0.16126,0.16126,0.77996,136
101,0,1,30,2,0,2.8934,2.8934,2.8094,-0.083953,0.083953,0.68182,154
101,0,1,30,2,50,0.88079,0.0081286,0.70656,0.69843,0.69843,0.66152,67
101,0,1,30,2,0,2.3068,2.3068,2.3626,0.055864,0.055864,0.55864,162
101,0,1,30,2,0,0.35415,0.35415,0.077725,-0.27643,0.27643,0.99095,116
101,0,1,45,3,20,1.0351,0.68606,0.75388,0.067818,0.067818,0.60079,158
101,0,0,15,1,819,-999,1.6009,1.6056,0.0046904,0.0046904,0.71463,189
101,0,0,45,3,819,-999,1.9474,2.1588,0.2114,0.2114,0.80777,127
101,0,0,30,2,819,-999,2.3194,2.2933,-0.026077,0.026077,0.67701,174
101,0,0,30,2,819,-999,2.8318,2.2942,-0.53764,0.53764,0.93621,83
101,0,0,15,1,819,-999,2.4191,2.506,0.086905,0.086905,0.59836,153
101,0,0,15,1,819,-999,0.26896,0.34638,0.077413,0.077413,0.66949,156
101,0,0,30,2,819,-999,1.9439,2.3267,0.38276,0.38276,0.67088,101
101,0,0,15,1,819,-999,1.3615,1.3251,-0.036474,0.036474,0.7114,170
101,0,0,30,2,819,-999,2.7663,2.3077,-0.45853,0.45853,0.8158,92
101,0,0,45,3,819,-999,1.0285,0.99694,-0.031561,0.031561,1.4495,172
101,0,0,30,2,819,-999,2.4152,2.2455,-0.16969,0.16969,0.66472,134
101,0,0,30,2,819,-999,2.7674,2.7978,0.030429,0.030429,0.61086,172
101,0,0,15,1,819,-999,1.4646,1.5015,0.036927,0.036927,0.6751,169
101,0,0,30,2,819,-999,1.7161,1.8102,0.094067,0.094067,0.78629,151
101,0,0,15,1,819,-999,2.6088,2.9327,0.32386,0.32386,0.63501,109
101,0,0,15,1,819,-999,2.8351,2.6941,-0.14098,0.14098,0.64323,140
101,0,0,45,3,819,-999,1.399,1.834,0.43503,0.43503,1.1995,95
101,0,0,45,3,819,-999,0.91863,0.91492,-0.0037063,0.0037063,0.70385,190
101,0,0,15,1,819,-999,1.5597,1.6338,0.074098,0.074098,1.6666,157
101,0,0,30,2,819,-999,1.3367,1.2736,-0.063106,0.063106,1.0834,160
101,0,0,45,3,819,-999,1.3431,1.8461,0.50295,0.50295,0.82124,87
101,0,0,45,3,819,-999,1.0611,2.1949,1.1338,1.1338,1.1349,30
101,0,0,45,3,819,-999,1.3557,0.94544,-0.41023,0.41023,1.1889,98
101,0,0,45,3,819,-999,0.014027,2.5153,-0.64033,0.64033,0.93304,72
101,0,1,15,1,0,0.63564,0.63564,0.62684,-0.0088061,0.0088061,0.78216,185
101,0,1,15,1,-20,0.03509,2.8276,0.10175,0.41573,0.41573,0.56418,97
101,0,1,30,2,0,0.54167,0.54167,0.41549,-0.12617,0.12617,0.52106,143
101,0,1,45,3,0,3.1405,3.1405,2.8148,-0.32573,0.32573,0.76425,109
101,0,1,15,1,0,2.5844,2.5844,2.4381,-0.14624,0.14624,0.74496,139
101,0,1,45,3,70,2.5846,1.3629,1.062,-0.30094,0.30094,0.68002,112
101,0,1,45,3,20,0.73741,0.38835,0.4532,0.064858,0.064858,0.58363,159
101,0,1,15,1,50,2.0356,1.163,1.216,0.053029,0.053029,0.97572,163
101,0,1,15,1,50,2.1863,1.3136,2.0258,0.71216,0.71216,0.75341,65
101,0,1,30,2,0,0.21046,0.21046,0.22944,0.018976,0.018976,0.73205,178
101,0,1,45,3,0,0.098397,0.098397,0.046633,-0.051764,0.051764,0.65218,164
101,0,1,15,1,0,1.6407,1.6407,1.68,0.039332,0.039332,0.63329,168
101,0,1,30,2,50,1.1767,0.30406,0.2178,-0.086258,0.086258,0.80705,153
101,0,1,45,3,0,0.82969,0.82969,0.59854,-0.23116,0.23116,0.6405,123
101,0,1,45,3,20,1.1269,0.77785,0.62592,-0.15193,0.15193,0.69432,138
101,0,1,30,2,0,2.7376,2.7376,2.971,0.23336,0.23336,0.60998,123
101,0,1,30,2,0,2.3987,2.3987,2.5463,0.14755,0.14755,0.53363,139
101,0,1,30,2,-50,0.16759,2.4365,2.5334,0.096835,0.096835,0.71663,150
101,0,1,45,3,-70,1.2039,3.1238,0.1419,0.15973,0.15973,0.9312,136
101,0,1,15,1,70,1.8325,0.61079,0.22278,-0.38802,0.38802,0.78207,101
101,0,1,45,3,0,1.5705,1.5705,1.5008,-0.069605,0.069605,0.80966,158
101,0,1,30,2,20,2.7681,2.4191,2.5632,0.14416,0.14416,0.60175,139
101,0,1,15,1,20,2.8281,2.479,2.0875,-0.39155,0.39155,1.0152,100
101,1,1,30,2,0,0.82726,0.82726,0.90837,0.081112,0.081112,0.56528,177
101,1,1,30,2,0,1.2167,1.2167,0.70538,-0.51128,0.51128,0.6754,143
101,1,1,15,1,50,1.9611,1.0884,1.1559,0.067479,0.067479,0.65268,179
101,1,1,30,2,0,2.107,2.107,2.4258,0.31885,0.31885,0.55805,155
101,1,1,45,3,50,2.0993,1.2266,2.7359,1.5093,1.5093,0.64775,102
101,1,1,45,3,-70,0.78664,2.7065,0.55549,0.99058,0.99058,0.57361,121
101,1,1,45,3,0,2.0569,2.0569,2.3859,0.32905,0.32905,0.5927,154
101,1,1,45,3,50,1.385,0.51235,0.219,-0.29335,0.29335,0.52365,157
101,1,1,15,1,-20,0.034399,2.8269,2.9349,0.10798,0.10798,0.68086,174
101,1,1,15,1,0,2.3963,2.3963,2.662,0.26563,0.26563,0.61376,159
101,1,1,45,3,-50,0.64514,2.9141,0.67526,0.90278,0.90278,0.51988,124
101,1,1,30,2,50,2.7966,1.9239,2.0255,0.1016,0.1016,0.49399,175
101,1,1,30,2,50,1.6815,0.80883,0.45937,-0.34947,0.34947,0.62436,153
101,1,1,45,3,50,0.92669,0.05403,0.42526,0.37123,0.37123,0.47996,151
101,1,1,15,1,0,1.9303,1.9303,2.608,0.67773,0.67773,0.50916,134
101,1,1,30,2,0,0.067375,0.067375,2.423,-0.78593,0.78593,1.2851,29
101,1,1,30,2,0,2.6663,2.6663,2.6204,-0.045852,0.045852,0.59681,183
101,1,1,15,1,50,2.4074,1.5348,1.6209,0.086145,0.086145,0.58906,177
101,1,1,30,2,-70,0.01029,1.9302,1.6382,-0.29193,0.29193,0.62517,157
101,1,1,30,2,0,3.0468,3.0468,1.7423,-1.3045,1.3045,0.55318,109
101,1,1,15,1,-50,0.84555,3.1145,0.37878,0.40589,0.40589,0.6482,149
101,1,1,15,1,0,2.9817,2.9817,2.5206,-0.46106,0.46106,0.58962,146
101,1,1,45,3,-70,0.38604,2.3059,0.57536,1.411,1.411,0.59293,105
101,1,1,45,3,50,1.4713,0.59868,0.25093,-0.34776,0.34776,0.49123,153
101,1,1,15,1,0,2.0736,2.0736,2.3629,0.28932,0.28932,0.52649,157
101,0,0,30,2,819,-999,0.10281,2.9135,-0.33091,0.33091,0.74528,108
101,0,0,30,2,819,-999,3.015,0.029793,0.15637,0.15637,0.64169,137
101,0,0,30,2,819,-999,2.1018,2.2568,0.15496,0.15496,0.67944,137
101,0,0,15,1,819,-999,2.9757,3.0576,0.081934,0.081934,0.61259,154
101,0,0,45,3,819,-999,2.9701,2.5662,-0.40391,0.40391,0.94318,99
101,0,0,30,2,819,-999,2.7013,2.5652,-0.13611,0.13611,0.73894,141
101,0,0,30,2,819,-999,1.2354,1.0974,-0.13799,0.13799,0.80526,141
101,0,0,45,3,819,-999,1.4842,2.0234,0.53923,0.53923,0.72506,83
101,0,0,15,1,819,-999,1.3548,1.3428,-0.012029,0.012029,0.75219,182
101,0,0,15,1,819,-999,0.97299,0.7007,-0.2723,0.2723,0.78184,117
101,0,0,30,2,819,-999,1.229,1.3645,0.13552,0.13552,0.75416,141
101,0,0,30,2,819,-999,1.0381,1.2326,0.19445,0.19445,0.69823,130
101,0,0,45,3,819,-999,2.8404,2.2626,-0.57787,0.57787,2.3844,79
101,0,0,15,1,819,-999,0.78993,0.70898,-0.080953,0.080953,0.70795,155
101,0,0,15,1,819,-999,0.09798,0.2418,0.14382,0.14382,0.79099,139
101,0,0,45,3,819,-999,1.5337,1.5351,0.0013559,0.0013559,0.83229,194
101,0,0,45,3,819,-999,1.096,1.1642,0.068173,0.068173,0.77536,158
101,0,0,30,2,819,-999,0.70801,0.3659,-0.34211,0.34211,0.72892,107
101,0,0,15,1,819,-999,2.2441,2.3055,0.061368,0.061368,0.66398,160
101,0,0,15,1,819,-999,1.919,1.8895,-0.02947,0.02947,0.70219,173
101,0,0,45,3,819,-999,0.85184,1.1655,0.31364,0.31364,1.4572,111
101,0,0,45,3,819,-999,1.7993,1.9819,0.18267,0.18267,0.85806,132
101,0,0,15,1,819,-999,0.38127,0.32715,-0.054126,0.054126,0.84014,163
101,0,0,45,3,819,-999,1.5095,2.2659,0.75644,0.75644,0.97741,61
101,1,1,15,1,0,0.50295,0.50295,0.79655,0.2936,0.2936,0.49768,157
101,1,1,30,2,0,2.4958,2.4958,2.083,-0.41281,0.41281,0.4828,149
101,1,1,30,2,0,2.2752,2.2752,2.4315,0.15634,0.15634,0.6185,168
101,1,1,30,2,20,1.2104,0.86134,0.41791,-0.44343,0.44343,0.50984,147
101,1,1,45,3,20,3.1178,2.7687,1.7359,-1.0328,1.0328,1.0639,19
101,1,1,30,2,-70,0.38593,2.3058,2.0951,-0.21074,0.21074,0.8165,163
101,1,1,15,1,0,2.5876,2.5876,2.2435,-0.34416,0.34416,0.45021,153
101,1,1,45,3,0,3.1024,3.1024,1.7625,-1.3399,1.3399,0.61123,108
101,1,1,45,3,0,1.9426,1.9426,2.6755,0.73286,0.73286,0.45119,132
101,1,1,45,3,50,2.0547,1.1821,2.3459,1.1638,1.1638,0.62026,114
101,1,1,15,1,-50,0.72616,2.9951,0.73848,0.88499,0.88499,0.50483,125
101,1,1,30,2,20,1.5212,1.1722,0.98612,-0.18604,0.18604,0.7759,166
101,1,1,45,3,0,2.9762,2.9762,1.9961,-0.98012,0.98012,0.60801,121
101,1,1,15,1,50,1.8385,0.96581,0.98112,0.015303,0.015303,0.77327,190
101,1,1,30,2,0,2.8131,2.8131,2.1294,-0.68373,0.68373,0.56687,134
101,1,1,45,3,0,0.79957,0.79957,0.47863,-0.32094,0.32094,0.55988,155
101,1,1,45,3,50,1.4935,0.62085,0.35299,-0.26786,0.26786,0.61178,159
101,1,1,15,1,0,1.17,1.17,1.0744,-0.095581,0.095581,0.75238,175
101,1,1,15,1,20,0.76905,0.41998,0.47393,0.053942,0.053942,0.57791,181
101,1,1,30,2,20,1.2181,0.86904,0.53143,-0.33761,0.33761,0.58803,154
101,1,1,15,1,-20,0.16816,2.9607,3.0108,0.050083,0.050083,0.81393,182
101,1,1,30,2,0,1.2819,1.2819,0.72032,-0.56155,0.56155,1.3376,40
101,1,1,45,3,0,1.8379,1.8379,2.7225,0.88462,0.88462,0.57609,125
101,1,1,15,1,0,2.9088,2.9088,2.9287,0.019937,0.019937,1.4295,89
101,0,0,45,3,819,-999,0.6284,1.7695,1.1411,1.1411,0.68762,30
101,0,0,15,1,819,-999,2.6332,2.741,0.1078,0.1078,0.8242,148
101,0,0,15,1,819,-999,0.18499,0.1739,-0.011084,0.011084,0.93664,183
101,0,0,15,1,819,-999,2.0472,2.1496,0.1024,0.1024,0.72465,149
101,0,0,30,2,819,-999,1.3699,1.3597,-0.010205,0.010205,0.96624,184
101,0,0,45,3,819,-999,1.8213,2.1984,0.37717,0.37717,0.78178,102
101,0,0,15,1,819,-999,1.16,0.89958,-0.2604,0.2604,0.73688,119
101,0,0,30,2,819,-999,1.2634,0.8709,-0.39246,0.39246,0.86805,100
101,0,0,15,1,819,-999,3.0147,2.8816,-0.13309,0.13309,1.0835,142
101,0,0,45,3,819,-999,1.2457,2.0602,0.81444,0.81444,1.2477,56
101,0,0,30,2,819,-999,2.9954,2.4894,-0.50597,0.50597,0.79253,86
101,0,0,30,2,819,-999,1.7823,1.85,0.067639,0.067639,0.68737,158
101,0,0,15,1,819,-999,0.32339,0.50797,0.18458,0.18458,0.67899,131
101,0,0,45,3,819,-999,0.9617,2.4704,1.5088,1.5088,0.64395,4
101,0,0,30,2,819,-999,0.61474,0.83642,0.22168,0.22168,0.67949,125
101,0,0,45,3,819,-999,2.979,0.082877,0.24545,0.24545,0.68394,121
101,0,0,30,2,819,-999,0.10049,2.9226,-0.31951,0.31951,1.3237,110
101,0,0,15,1,819,-999,3.0722,3.0577,-0.014478,0.014478,0.64439,181
101,0,0,30,2,819,-999,2.743,2.435,-0.30805,0.30805,0.64642,111
101,0,0,45,3,819,-999,0.93098,0.52104,-0.40994,0.40994,0.90197,98
101,0,0,45,3,819,-999,1.6093,2.0387,0.42943,0.42943,1.5874,95
101,0,0,45,3,819,-999,0.9922,0.76629,-0.22591,0.22591,1.6859,124
101,0,0,15,1,819,-999,2.5534,2.5751,0.021737,0.021737,1.005,176
101,0,0,30,2,819,-999,2.8302,2.5499,-0.28028,0.28028,0.661,116
101,0,0,15,1,819,-999,2.203,2.2031,0.00014147,0.00014147,0.70458,198
101,0,0,30,2,819,-999,1.3033,1.0844,-0.21891,0.21891,0.94767,125
101,0,0,30,2,819,-999,1.4747,1.7033,0.22868,0.22868,1.1135,124
101,0,0,30,2,819,-999,0.2565,0.44524,0.18874,0.18874,1.0269,131
101,0,0,45,3,819,-999,1.4071,0.79001,-0.61706,0.61706,1.3791,75
101,0,0,45,3,819,-999,2.956,2.3816,-0.57442,0.57442,1.0171,79
101,0,0,45,3,819,-999,0.31652,2.4841,-0.97402,0.97402,1.2901,43
101,0,0,30,2,819,-999,0.83121,1.0615,0.23025,0.23025,1.3716,123
101,0,0,15,1,819,-999,2.735,2.5365,-0.19855,0.19855,0.73017,129
101,0,0,45,3,819,-999,2.9148,2.7545,-0.16035,0.16035,1.3888,136
101,0,0,30,2,819,-999,0.68419,1,0.31582,0.31582,0.75801,110
101,0,0,45,3,819,-999,2.5498,2.2647,-0.28507,0.28507,0.71416,115
101,0,0,15,1,819,-999,1.1596,1.0836,-0.076079,0.076079,0.67583,156
101,0,0,15,1,819,-999,1.8911,1.819,-0.072148,0.072148,0.76003,157
101,0,0,45,3,819,-999,0.71561,2.0805,1.3649,1.3649,1.4318,14
101,0,0,30,2,819,-999,0.69406,0.85138,0.15732,0.15732,0.91663,137
101,0,0,15,1,819,-999,0.54703,0.53573,-0.011303,0.011303,0.78078,183
101,0,0,30,2,819,-999,0.66994,0.34324,-0.3267,0.3267,1.1319,109
101,0,0,15,1,819,-999,2.7212,2.8248,0.10361,0.10361,0.89461,149
101,0,0,30,2,819,-999,2.9179,2.6325,-0.2854,0.2854,1.1181,115
101,0,0,15,1,819,-999,0.14034,0.28487,0.14453,0.14453,1.1568,139
101,0,0,45,3,819,-999,1.0073,0.72613,-0.28116,0.28116,1.2484,115
101,0,0,45,3,819,-999,1.239,0.23727,-1.0017,1.0017,1.0769,40
101,0,0,15,1,819,-999,2.6988,2.7633,0.06447,0.06447,0.91206,159
101,1,1,45,3,70,1.8828,0.66102,2.6147,-1.1879,1.1879,0.55435,113
101,1,1,15,1,0,0.47166,0.47166,0.74838,0.27672,0.27672,0.50579,158
101,1,1,30,2,0,2.4679,2.4679,2.337,-0.13092,0.13092,0.43985,171
101,1,1,30,2,20,0.42379,0.074722,0.96484,0.89012,0.89012,0.4488,125
101,1,1,45,3,20,2.3808,2.0317,2.3469,0.31522,0.31522,0.48613,155
101,1,1,30,2,20,2.0677,1.7187,2.0415,0.32283,0.32283,0.61539,155
101,1,1,45,3,-50,0.72453,2.9935,0.81555,0.96368,0.96368,0.57483,122
101,1,1,45,3,-50,0.084376,2.3533,1.4576,-0.89573,0.89573,0.60456,124
101,1,1,15,1,70,1.9609,0.73913,0.68199,-0.05714,0.05714,0.79082,181
101,1,1,15,1,50,1.9064,1.0338,0.83237,-0.20139,0.20139,0.81286,164
101,1,1,15,1,-20,0.2635,3.056,2.9515,-0.10453,0.10453,0.83082,174
101,1,1,45,3,70,2.4105,1.1887,2.2259,1.0372,1.0372,0.62625,119
101,1,1,15,1,20,0.36926,0.020194,0.64616,0.62597,0.62597,0.62706,137
101,1,1,30,2,20,2.9941,2.6451,2.0203,-0.62478,0.62478,0.55597,137
101,1,1,30,2,20,1.6767,1.3276,2.117,0.78942,0.78942,0.71322,129
101,1,1,45,3,70,2.0356,0.8139,1.0935,0.27964,0.27964,0.81631,158
101,1,1,30,2,70,2.4728,1.2511,2.0694,0.81828,0.81828,0.53083,128
101,1,1,15,1,0,1.2624,1.2624,0.60086,-0.66159,0.66159,0.58003,135
101,1,1,15,1,0,2.4965,2.4965,2.3327,-0.16376,0.16376,0.51676,168
101,1,1,45,3,20,2.4648,2.1157,2.444,0.32828,0.32828,0.53588,154
101,1,1,30,2,-70,0.20257,2.1224,2.1849,0.062421,0.062421,0.896,180
101,1,1,15,1,0,2.1053,2.1053,2.5384,0.43307,0.43307,0.35478,147
101,1,1,45,3,0,2.6755,2.6755,1.953,-0.72243,0.72243,0.414,132
101,1,1,30,2,0,0.82266,0.82266,0.70962,-0.11304,0.11304,0.51015,173
101,0,0,45,3,819,-999,1.9428,1.7796,-0.16321,0.16321,0.69809,136
101,0,0,15,1,819,-999,3.119,0.21704,0.23963,0.23963,0.60307,122
101,0,0,30,2,819,-999,2.9698,3.1016,0.13181,0.13181,0.76156,142
101,0,0,15,1,819,-999,1.3227,1.2349,-0.087839,0.087839,0.70072,153
101,0,0,30,2,819,-999,0.29372,0.41024,0.11652,0.11652,0.64981,146
101,0,0,45,3,819,-999,0.88831,1.2854,0.39712,0.39712,0.64476,99
101,0,0,15,1,819,-999,2.9856,2.9993,0.013658,0.013658,0.56956,181
101,0,0,30,2,819,-999,2.739,2.2086,-0.53041,0.53041,0.62819,84
101,0,0,30,2,819,-999,2.2793,2.5674,0.28811,0.28811,0.53186,114
