Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
140,0,0,15,1,819,-999,0.89119,1.1259,0.2347,0.2347,0.57707,170
140,0,0,45,3,819,-999,1.1508,1.2759,0.12511,0.12511,0.54682,184
140,0,0,30,2,819,-999,1.669,1.531,-0.13806,0.13806,0.61244,182
140,0,0,30,2,819,-999,0.44837,0.4374,-0.010968,0.010968,0.62877,199
140,0,0,15,1,819,-999,1.8095,1.8269,0.017489,0.017489,0.5529,198
140,0,0,15,1,819,-999,2.1974,2.2597,0.062337,0.062337,0.57038,192
140,0,0,45,3,819,-999,2.5984,1.0346,-1.5638,1.5638,0.75924,1
140,0,0,30,2,819,-999,1.0833,0.89106,-0.1922,0.1922,0.62984,176
140,0,0,45,3,819,-999,3.0303,3.0968,0.066556,0.066556,0.67312,192
140,0,0,45,3,819,-999,2.183,1.7992,-0.3838,0.3838,1.0618,151
140,0,0,30,2,819,-999,2.1524,2.6167,0.46425,0.46425,0.88255,141
140,0,0,45,3,819,-999,2.4813,2.7671,0.28583,0.28583,0.69101,164
140,1,0,30,2,819,-999,2.1921,2.0171,-0.17495,0.17495,0.60325,189
140,1,0,15,1,819,-999,1.2574,1.0901,-0.16727,0.16727,0.53667,189
140,1,0,30,2,819,-999,2.0771,2.1543,0.077285,0.077285,0.61877,195
140,1,0,30,2,819,-999,2.3711,2.6185,0.24738,0.24738,0.55528,184
140,1,0,30,2,819,-999,0.39396,0.53064,0.13668,0.13668,0.66366,191
140,1,0,15,1,819,-999,2.1416,2.0615,-0.080144,0.080144,0.57208,195
140,1,0,30,2,819,-999,0.14737,0.29776,0.15039,0.15039,0.59851,190
140,1,0,30,2,819,-999,2.9294,2.9918,0.062344,0.062344,0.54203,196
140,1,0,30,2,819,-999,0.96978,1.1914,0.22162,0.22162,0.56551,186
140,1,0,15,1,819,-999,2.28,2.3129,0.032902,0.032902,0.50799,198
140,1,0,15,1,819,-999,0.90795,1.056,0.14809,0.14809,0.52382,191
140,1,0,30,2,819,-999,2.3343,2.2629,-0.071327,0.071327,0.57556,195
140,1,0,15,1,819,-999,1.8165,2.1456,0.32908,0.32908,0.60963,179
140,1,0,15,1,819,-999,0.9721,0.98507,0.012963,0.012963,0.65137,199
140,1,0,45,3,819,-999,0.87905,0.29891,-0.58014,0.58014,0.83493,163
140,1,0,45,3,819,-999,0.43574,1.127,0.69128,0.69128,0.8743,56
140,1,0,45,3,819,-999,0.20872,0.65402,0.44529,0.44529,0.6381,172
140,1,0,45,3,819,-999,0.50295,0.53948,0.03653,0.03653,0.6476,198
140,1,0,45,3,819,-999,2.7413,3.1157,0.37439,0.37439,0.6853,176
140,1,0,45,3,819,-999,1.556,1.4175,-0.13854,0.13854,1.1931,91
140,1,0,45,3,819,-999,0.98468,0.30874,-0.67594,0.67594,0.49647,157
140,1,0,15,1,819,-999,2.4223,2.738,0.31576,0.31576,0.5864,180
140,1,0,45,3,819,-999,1.8524,1.1569,-0.69549,0.69549,0.79574,156
140,1,0,15,1,819,-999,0.077515,3.1313,-0.087824,0.087824,0.58689,194
140,1,0,15,1,819,-999,0.5715,0.67909,0.1076,0.1076,0.58291,193
140,1,0,15,1,819,-999,1.3189,1.1071,-0.21174,0.21174,0.54805,187
140,1,0,30,2,819,-999,2.6772,3.0543,0.37713,0.37713,0.63811,176
140,1,0,30,2,819,-999,2.1507,2.2886,0.13792,0.13792,0.61464,191
140,1,0,45,3,819,-999,2.0294,0.91133,-1.118,1.118,0.8027,129
140,1,0,15,1,819,-999,2.4159,2.8112,0.39534,0.39534,0.65592,175
140,1,0,30,2,819,-999,2.4422,2.4472,0.0050355,0.0050355,0.6786,200
140,1,0,45,3,819,-999,2.6408,1.9765,-0.66427,0.66427,0.96045,58
140,1,0,30,2,819,-999,2.8235,2.7043,-0.1192,0.1192,0.56086,192
140,1,0,30,2,819,-999,1.8743,2.3962,0.5219,0.5219,0.55189,167
140,1,0,15,1,819,-999,0.95418,0.91761,-0.036566,0.036566,0.65878,198
140,1,0,15,1,819,-999,2.0009,1.8254,-0.17558,0.17558,0.6581,189
140,1,0,45,3,819,-999,0.77669,3.1083,-0.81002,0.81002,0.56407,148
140,1,0,15,1,819,-999,0.27057,0.63135,0.36078,0.36078,0.53636,177
140,1,0,30,2,819,-999,0.83614,0.97889,0.14275,0.14275,0.7399,191
140,1,0,15,1,819,-999,0.43274,0.45394,0.021204,0.021204,0.74223,199
140,1,0,15,1,819,-999,0.32632,0.0064934,-0.31983,0.31983,0.57265,180
140,1,0,45,3,819,-999,2.2663,1.1368,-1.1295,1.1295,1.2871,28
140,1,0,30,2,819,-999,2.2299,2.3829,0.15304,0.15304,0.63514,190
140,1,0,45,3,819,-999,0.050836,0.33707,0.28624,0.28624,0.79602,182
140,1,0,45,3,819,-999,1.9118,1.6486,-0.26325,0.26325,0.82044,183
140,1,0,30,2,819,-999,0.89013,1.1739,0.28376,0.28376,0.72288,182
140,1,0,45,3,819,-999,0.5448,0.93276,0.38796,0.38796,0.69036,175
140,1,0,45,3,819,-999,1.1328,1.5252,0.39242,0.39242,0.82372,175
140,1,0,30,2,819,-999,1.5114,1.6673,0.15599,0.15599,0.7498,190
140,1,0,45,3,819,-999,1.7739,1.8277,0.053812,0.053812,0.88858,97
140,1,0,30,2,819,-999,0.1256,0.018365,-0.10723,0.10723,0.76601,193
140,1,0,45,3,819,-999,0.53596,0.41326,-0.1227,0.1227,0.70758,192
140,1,0,30,2,819,-999,0.077664,3.1393,-0.079963,0.079963,0.64876,195
140,1,0,30,2,819,-999,2.1845,2.0695,-0.11504,0.11504,0.64718,193
140,1,0,30,2,819,-999,0.97115,0.95083,-0.020325,0.020325,0.92624,99
140,1,0,45,3,819,-999,1.5946,1.3886,-0.20604,0.20604,0.78703,187
140,1,0,45,3,819,-999,1.4797,1.5564,0.076716,0.076716,0.75648,195
140,1,0,45,3,819,-999,2.9224,1.0737,1.2928,1.2928,0.69096,118
140,1,0,15,1,819,-999,0.198,0.04781,-0.15019,0.15019,0.54037,190
140,1,0,30,2,819,-999,2.9088,2.8843,-0.024523,0.024523,0.57313,198
140,1,0,15,1,819,-999,0.32476,0.068642,-0.25612,0.25612,0.56262,184
140,1,0,45,3,819,-999,1.1669,1.2199,0.052977,0.052977,0.8794,97
140,1,0,15,1,819,-999,2.8035,2.8521,0.048517,0.048517,0.53841,197
140,1,0,15,1,819,-999,0.355,0.30781,-0.047186,0.047186,0.51569,197
140,1,0,15,1,819,-999,1.9125,1.9944,0.081955,0.081955,0.68111,195
140,1,0,15,1,819,-999,2.5005,2.6865,0.18599,0.18599,0.62598,188
140,1,0,15,1,819,-999,2.8139,2.9703,0.15639,0.15639,0.56841,190
140,1,0,15,1,819,-999,2.6332,2.6891,0.05591,0.05591,0.61551,196
140,1,0,30,2,819,-999,1.6355,1.4138,-0.22169,0.22169,0.66856,186
140,1,0,45,3,819,-999,0.60112,0.28787,-0.31326,0.31326,0.71038,180
140,1,0,45,3,819,-999,1.3713,0.79514,-0.5762,0.5762,0.60682,163
140,1,0,30,2,819,-999,0.31885,0.64087,0.32202,0.32202,1.2372,79
140,1,0,30,2,819,-999,0.16515,0.22313,0.057987,0.057987,0.70521,196
140,1,0,30,2,819,-999,1.5903,1.9193,0.32904,0.32904,0.6553,179
140,1,0,15,1,819,-999,2.2491,2.2956,0.046553,0.046553,0.58344,197
140,1,0,45,3,819,-999,2.7141,0.042709,0.47017,0.47017,0.7152,170
140,1,0,45,3,819,-999,2.0774,2.677,0.59969,0.59969,0.67803,162
140,1,0,15,1,819,-999,2.428,2.597,0.16901,0.16901,0.53842,189
140,1,0,45,3,819,-999,2.6139,2.2909,-0.32293,0.32293,0.512,179
140,1,0,45,3,819,-999,2.6772,1.9921,-0.68509,0.68509,0.59611,156
140,1,0,15,1,819,-999,2.7674,2.9502,0.18277,0.18277,0.51988,188
140,1,0,45,3,819,-999,1.3508,0.76632,-0.58451,0.58451,0.70511,163
140,1,0,30,2,819,-999,0.86048,0.84112,-0.019367,0.019367,0.52142,199
140,1,0,30,2,819,-999,0.43613,3.0853,-0.49241,0.49241,0.64122,169
140,1,0,30,2,819,-999,2.3154,2.0132,-0.30221,0.30221,0.5731,181
140,1,0,45,3,819,-999,0.71846,0.76679,0.048323,0.048323,0.63507,197
140,1,0,15,1,819,-999,1.3175,1.0149,-0.30255,0.30255,0.57696,181
140,1,0,15,1,819,-999,2.9801,2.9875,0.0073829,0.0073829,0.63243,200
140,1,0,30,2,819,-999,2.0508,1.7772,-0.27362,0.27362,0.6355,183
140,1,0,30,2,819,-999,2.8207,2.8594,0.038715,0.038715,0.61967,198
140,1,0,45,3,819,-999,1.2275,0.92872,-0.29878,0.29878,0.62877,181
140,1,0,45,3,819,-999,1.7826,2.6356,0.85305,0.85305,0.53726,146
140,1,0,15,1,819,-999,3.053,3.097,0.044022,0.044022,0.52266,197
140,1,0,30,2,819,-999,1.9519,2.0632,0.11124,0.11124,0.73945,193
140,1,0,15,1,819,-999,1.3257,1.3035,-0.022177,0.022177,0.57317,199
140,1,0,15,1,819,-999,2.0882,2.1315,0.043305,0.043305,0.57708,197
150,1,1,15,1,0,0.42099,0.42099,0.55249,0.1315,0.1315,0.55265,192
150,1,1,30,2,0,1.1301,1.1301,1.2855,0.15534,0.15534,0.42834,190
150,1,1,30,2,0,2.6753,2.6753,0.91695,1.3832,1.3832,0.43014,112
150,1,1,45,3,0,2.7188,2.7188,0.9536,1.3764,1.3764,0.5029,112
150,1,1,30,2,0,0.82587,0.82587,2.2238,1.398,1.398,0.42267,111
150,1,1,45,3,20,2.1515,1.8024,1.0915,-0.71098,0.71098,0.38252,155
150,1,1,45,3,0,2.8481,2.8481,0.57058,0.86412,0.86412,0.47371,145
150,1,1,45,3,0,0.78977,0.78977,1.8134,1.0236,1.0236,0.36748,135
150,1,1,30,2,0,2.1775,2.1775,1.0971,-1.0804,1.0804,0.37619,131
150,1,1,45,3,0,1.7002,1.7002,1.8005,0.10038,0.10038,0.39938,194
150,1,1,15,1,0,1.9329,1.9329,1.7789,-0.15403,0.15403,0.44667,190
150,1,1,15,1,0,1.1454,1.1454,1.0833,-0.062169,0.062169,0.38618,196
150,1,1,30,2,70,3.0343,1.8126,2.7436,0.931,0.931,0.35977,141
150,1,1,30,2,70,1.2904,0.068715,0.98366,0.91495,0.91495,0.3725,142
150,1,1,45,3,20,2.235,1.8859,1.7055,-0.18039,0.18039,0.45366,189
150,1,1,30,2,0,2.7208,2.7208,1.862,-0.85873,0.85873,0.42183,145
150,1,1,15,1,0,2.0635,2.0635,2.1078,0.044379,0.044379,0.4122,197
150,1,1,15,1,0,1.4482,1.4482,1.2613,-0.18688,0.18688,0.38805,188
150,1,1,45,3,0,0.62218,0.62218,0.84754,0.22536,0.22536,0.43729,186
150,1,1,45,3,20,2.381,2.032,2.3677,0.33577,0.33577,0.35752,179
150,1,1,15,1,-20,0.010323,2.8028,3.1333,0.33041,0.33041,0.36015,179
150,1,1,30,2,-50,0.36035,2.6293,0.51636,1.0287,1.0287,0.39324,135
150,1,1,15,1,50,2.9509,2.0783,2.6186,0.54031,0.54031,0.35169,166
150,1,1,15,1,0,3.0142,3.0142,2.6848,-0.32934,0.32934,0.36084,179
150,0,0,45,3,819,-999,1.3381,1.9257,0.58765,0.58765,0.51947,125
150,0,0,45,3,819,-999,1.5102,2.3562,0.84604,0.84604,0.40368,92
150,0,0,30,2,819,-999,1.9426,2.6212,0.67865,0.67865,0.41817,114
150,0,0,45,3,819,-999,2.8247,2.3696,-0.45511,0.45511,0.41066,142
150,0,0,30,2,819,-999,1.8501,2.2596,0.40945,0.40945,0.43604,148
150,0,0,15,1,819,-999,2.764,2.3883,-0.37578,0.37578,0.35142,152
150,0,0,45,3,819,-999,2.7769,1.5689,-1.208,1.208,0.89626,46
150,0,0,15,1,819,-999,2.0035,1.1117,-0.89182,0.89182,0.4042,86
150,0,0,30,2,819,-999,2.8403,2.1736,-0.66677,0.66677,0.41693,115
150,0,0,45,3,819,-999,0.75011,2.8009,-1.0908,1.0908,0.41934,61
150,0,0,30,2,819,-999,2.5716,2.4583,-0.11328,0.11328,0.51945,186
150,0,0,15,1,819,-999,2.7171,2.2749,-0.44216,0.44216,0.40272,144
150,0,0,30,2,819,-999,1.7439,2.2883,0.5444,0.5444,0.40736,131
150,0,0,15,1,819,-999,2.5333,2.202,-0.33134,0.33134,0.43085,158
150,0,0,15,1,819,-999,1.3096,1.0826,-0.22698,0.22698,0.48628,171
150,0,0,30,2,819,-999,1.1355,0.80308,-0.33245,0.33245,0.40908,158
150,0,0,45,3,819,-999,1.8876,2.5206,0.63301,0.63301,0.44657,119
150,0,0,15,1,819,-999,0.94858,1.1344,0.18586,0.18586,0.48024,176
150,0,0,15,1,819,-999,0.10117,0.26533,0.16416,0.16416,0.47036,179
150,0,0,45,3,819,-999,2.7556,2.3171,-0.4385,0.4385,0.47091,144
150,0,0,15,1,819,-999,0.12424,2.8936,-0.37225,0.37225,0.42498,153
150,0,0,30,2,819,-999,0.22973,2.9935,-0.3778,0.3778,0.46424,152
150,0,0,45,3,819,-999,1.5248,2.6656,1.1407,1.1407,0.5742,55
150,0,0,30,2,819,-999,0.60004,0.29066,-0.30938,0.30938,0.49801,161
150,1,1,30,2,70,2.4285,1.2067,2.5763,1.3695,1.3695,0.37981,113
150,1,1,45,3,-70,0.29542,2.2153,2.4442,0.22892,0.22892,0.48013,185
150,1,1,45,3,0,0.19719,0.19719,2.7123,-0.62645,0.62645,0.54915,160
150,1,1,30,2,0,1.6312,1.6312,2.1211,0.48995,0.48995,0.4402,169
150,1,1,15,1,0,2.7564,2.7564,2.5034,-0.25298,0.25298,0.40233,184
150,1,1,15,1,70,1.6947,0.47299,0.71311,0.24012,0.24012,0.54782,185
150,1,1,45,3,0,1.9215,1.9215,2.1014,0.17993,0.17993,0.42835,189
150,1,1,45,3,-70,0.22109,2.1409,0.40551,1.4062,1.4062,0.58614,110
150,1,1,30,2,0,0.23318,0.23318,0.36558,0.1324,0.1324,0.35729,192
150,1,1,15,1,0,2.4909,2.4909,2.3904,-0.10054,0.10054,0.41646,194
150,1,1,45,3,-50,0.2867,2.5556,0.38671,0.97268,0.97268,0.42387,138
150,1,1,15,1,-70,0.4538,2.3737,0.9348,-1.4389,1.4389,0.39842,108
150,1,1,15,1,0,0.1936,0.1936,0.38456,0.19096,0.19096,0.35751,188
150,1,1,30,2,0,1.5163,1.5163,1.2066,-0.30974,0.30974,0.50702,180
150,1,1,45,3,0,1.9385,1.9385,2.3585,0.42005,0.42005,0.4825,173
150,1,1,30,2,0,0.14034,0.14034,3.1154,-0.16656,0.16656,0.58289,189
150,1,1,30,2,0,0.93853,0.93853,1.0573,0.11881,0.11881,0.50269,192
150,1,1,45,3,0,3.0037,3.0037,2.5356,-0.46812,0.46812,0.45031,170
150,1,1,30,2,20,0.79094,0.44187,0.75886,0.31698,0.31698,0.40447,180
150,1,1,15,1,0,1.5965,1.5965,2.0128,0.41628,0.41628,0.48806,173
150,1,1,45,3,0,2.5369,2.5369,2.4154,-0.12145,0.12145,0.4402,192
150,1,1,15,1,0,2.8916,2.8916,2.6322,-0.25942,0.25942,0.34429,183
150,1,1,15,1,50,0.99038,0.11772,0.83072,0.71301,0.71301,0.50769,155
150,0,1,45,3,70,1.5415,0.31972,2.4757,-0.98558,0.98558,0.53958,75
150,0,1,30,2,-70,0.42183,2.3417,2.6528,0.31112,0.31112,0.52994,160
150,0,1,15,1,50,2.5939,1.7213,2.1205,0.39921,0.39921,0.54494,149
150,0,1,15,1,-50,0.65318,2.9221,2.4074,-0.51473,0.51473,0.51858,134
150,0,1,45,3,0,0.051062,0.051062,0.47877,0.42771,0.42771,0.57561,146
150,0,1,45,3,20,1.2954,0.94637,1.0075,0.061111,0.061111,0.56146,192
150,0,1,15,1,0,1.7494,1.7494,1.8961,0.14672,0.14672,0.39335,181
150,0,1,15,1,-70,1.2067,3.1266,0.06743,0.082429,0.082429,0.56249,190
150,0,1,30,2,0,3.126,3.126,0.21531,0.23094,0.23094,0.47817,171
150,0,1,15,1,0,0.96838,0.96838,0.95753,-0.010857,0.010857,0.45331,199
150,0,1,45,3,0,1.7561,1.7561,1.1709,-0.58521,0.58521,0.48216,125
150,0,1,30,2,0,1.6973,1.6973,1.7512,0.053864,0.053864,0.41989,193
150,0,1,30,2,20,0.94123,0.59217,0.76761,0.17544,0.17544,0.33542,178
150,0,1,45,3,0,0.67544,0.67544,0.51915,-0.15629,0.15629,0.44802,180
150,0,1,45,3,0,0.27096,0.27096,0.33944,0.068483,0.068483,0.40929,191
150,0,1,45,3,-70,0.30889,2.2288,2.9254,0.69668,0.69668,0.57048,111
150,0,1,30,2,20,0.86131,0.51224,0.55296,0.040721,0.040721,0.33759,195
150,0,1,45,3,70,1.6962,0.47444,0.67423,0.19979,0.19979,0.49194,175
150,0,1,15,1,70,1.2845,0.062736,2.9196,-0.28475,0.28475,0.60337,164
150,0,1,15,1,20,1.5406,1.1915,1.1894,-0.0021535,0.0021535,0.4285,200
150,0,1,30,2,20,1.8668,1.5177,2.0015,0.4838,0.4838,0.41328,138
150,0,1,15,1,20,2.3123,1.9632,2.398,0.43481,0.43481,0.65804,145
150,0,1,30,2,50,1.4417,0.56899,1.0671,0.49813,0.49813,0.46426,137
150,0,1,30,2,-70,0.73142,2.6513,2.3855,-0.26573,0.26573,0.64767,166
150,1,1,30,2,20,2.7419,2.3929,2.6822,0.28937,0.28937,0.48355,182
150,1,1,15,1,0,2.8689,2.8689,2.9115,0.042665,0.042665,0.38314,197
150,1,1,15,1,50,1.1945,0.3218,0.059966,-0.26184,0.26184,0.47986,183
150,1,1,15,1,0,2.153,2.153,2.3195,0.16648,0.16648,0.44655,189
150,1,1,45,3,0,1.6501,1.6501,1.7101,0.059921,0.059921,0.30275,196
150,1,1,45,3,20,2.7668,2.4177,2.6852,0.26754,0.26754,0.37994,183
150,1,1,30,2,-20,0.2635,3.056,0.49325,0.57882,0.57882,0.33829,163
150,1,1,45,3,70,2.9676,1.7459,2.6578,0.91199,0.91199,0.35442,142
150,1,1,30,2,-70,0.94226,2.8621,2.2828,-0.57935,0.57935,0.74974,163
150,1,1,45,3,0,2.0542,2.0542,2.1212,0.067008,0.067008,0.32502,196
150,1,1,30,2,70,3.0961,1.8743,2.6216,0.74722,0.74722,0.4642,152
150,1,1,30,2,-70,0.56254,2.4824,0.63772,1.2969,1.2969,0.32672,117
150,1,1,45,3,20,0.36926,0.020194,0.61719,0.597,0.597,0.37275,162
150,1,1,15,1,20,1.8854,1.5363,1.7986,0.2623,0.2623,0.47689,183
150,1,1,15,1,0,1.1021,1.1021,1.0872,-0.014892,0.014892,0.4224,199
150,1,1,15,1,20,2.6158,2.2668,2.3183,0.051522,0.051522,0.38987,197
150,1,1,30,2,50,1.758,0.88538,1.8338,0.94841,0.94841,0.30403,140
150,1,1,45,3,0,0.72971,0.72971,0.58376,-0.14595,0.14595,0.46867,191
150,1,1,15,1,0,1.6588,1.6588,1.1966,-0.46228,0.46228,0.47327,171
150,1,1,45,3,20,2.9651,2.6161,2.4745,-0.14161,0.14161,0.47592,191
150,1,1,15,1,0,2.6185,2.6185,2.5072,-0.11138,0.11138,0.52595,193
150,1,1,30,2,-70,0.22773,2.1476,2.8254,0.67779,0.67779,0.58362,157
150,1,1,30,2,0,1.671,1.671,2.0412,0.37017,0.37017,0.53904,176
150,1,1,45,3,0,2.29,2.29,2.3083,0.018315,0.018315,0.35844,199
150,1,1,15,1,50,1.2114,0.33872,0.23534,-0.10338,0.10338,0.54336,193
150,1,1,30,2,-70,0.50195,2.4218,2.6488,0.22697,0.22697,0.64848,186
150,1,1,45,3,-70,0.55479,2.4747,2.4465,-0.028134,0.028134,0.52311,198
150,1,1,30,2,0,1.4784,1.4784,0.95524,-0.52319,0.52319,0.58373,167
150,1,1,30,2,0,3.1263,3.1263,2.4998,-0.62645,0.62645,0.52918,160
150,1,1,15,1,50,0.98401,0.11135,0.19506,0.083709,0.083709,0.51033,195
150,1,1,15,1,0,0.56863,0.56863,0.57946,0.010829,0.010829,0.50814,199
150,1,1,45,3,0,1.4136,1.4136,0.92573,-0.48785,0.48785,0.60689,169
150,1,1,15,1,20,2.9377,2.5886,2.6138,0.025255,0.025255,0.47037,198
150,1,1,45,3,0,1.9802,1.9802,2.2885,0.30824,0.30824,0.51623,180
150,1,1,45,3,50,3.095,2.2223,2.7678,0.54544,0.54544,0.45623,165
150,1,1,30,2,50,2.0519,1.1792,1.1572,-0.021982,0.021982,0.60405,199
150,1,1,30,2,0,2.8431,2.8431,2.4337,-0.40941,0.40941,0.72326,174
150,1,1,15,1,50,0.91136,0.03869,2.9198,-0.26047,0.26047,0.67496,183
150,1,1,45,3,-70,1.157,3.0769,2.6786,-0.39823,0.39823,0.56505,175
150,1,1,45,3,70,2.6556,1.4339,2.5225,1.0886,1.0886,0.38856,131
150,1,1,45,3,-50,0.5681,2.837,2.22,-0.61706,0.61706,0.65235,161
150,1,1,45,3,0,0.98049,0.98049,0.85557,-0.12492,0.12492,0.48042,192
150,1,1,15,1,0,2.9698,2.9698,2.6083,-0.36149,0.36149,0.51934,177
150,1,1,15,1,50,2.0846,1.2119,0.74666,-0.46529,0.46529,0.66166,170
150,1,1,30,2,0,1.8766,1.8766,1.184,-0.6926,0.6926,0.47996,156
150,1,1,30,2,0,1.7622,1.7622,1.0475,-0.71468,0.71468,0.47244,155
150,1,1,15,1,50,0.92217,0.049507,2.9623,-0.22877,0.22877,0.53993,185
150,1,0,15,1,819,-999,2.2954,2.4999,0.20453,0.20453,0.6371,187
150,1,0,30,2,819,-999,2.9283,0.71229,0.92561,0.92561,0.522,141
150,1,0,45,3,819,-999,2.303,1.9611,-0.34189,0.34189,0.55614,178
150,1,0,30,2,819,-999,0.9608,1.3106,0.34979,0.34979,0.5372,178
150,1,0,15,1,819,-999,0.5226,0.59547,0.072872,0.072872,0.48292,195
150,1,0,30,2,819,-999,2.7671,0.71707,1.0916,1.0916,0.42086,131
150,1,0,30,2,819,-999,0.52364,1.2457,0.72202,0.72202,0.55033,154
150,1,0,45,3,819,-999,0.72657,0.89384,0.16727,0.16727,0.444,189
150,1,0,15,1,819,-999,2.2965,2.2422,-0.054231,0.054231,0.48721,197
150,1,0,30,2,819,-999,2.8736,2.8083,-0.065227,0.065227,0.51053,196
150,1,0,45,3,819,-999,0.81558,1.0395,0.22388,0.22388,0.49037,186
150,1,0,15,1,819,-999,2.002,2.5708,0.56883,0.56883,0.4708,164
150,1,0,45,3,819,-999,2.0995,2.1665,0.066988,0.066988,0.64295,196
150,1,0,45,3,819,-999,2.4933,2.1183,-0.37501,0.37501,0.47408,176
150,1,0,15,1,819,-999,2.1297,2.4264,0.29672,0.29672,0.56513,181
150,1,0,45,3,819,-999,1.0925,0.77924,-0.31324,0.31324,0.64531,180
150,1,0,15,1,819,-999,1.6951,1.7352,0.040115,0.040115,0.4107,197
150,1,0,30,2,819,-999,2.9772,1.5683,-1.4089,1.4089,0.56549,110
150,1,0,30,2,819,-999,1.9783,2.0891,0.1108,0.1108,0.53201,193
150,1,0,15,1,819,-999,0.52571,0.87567,0.34996,0.34996,0.50937,178
150,1,0,45,3,819,-999,1.3777,1.4501,0.072436,0.072436,0.50477,195
150,1,0,15,1,819,-999,0.39068,0.41351,0.022831,0.022831,0.50561,199
150,1,0,45,3,819,-999,2.0059,1.2504,-0.75545,0.75545,0.57396,152
150,1,0,30,2,819,-999,1.5779,2.0914,0.51358,0.51358,0.50732,167
150,0,0,45,3,819,-999,1.0908,0.91271,-0.17805,0.17805,0.59652,177
150,0,0,30,2,819,-999,2.1358,2.4239,0.28812,0.28812,0.40965,163
150,0,0,45,3,819,-999,2.8531,1.2901,-1.563,1.563,0.53019,1
150,0,0,45,3,819,-999,2.9669,0.90948,1.0842,1.0842,0.46244,62
150,0,0,30,2,819,-999,0.81625,0.48996,-0.32629,0.32629,0.55886,158
150,0,0,45,3,819,-999,0.61136,0.3341,-0.27727,0.27727,0.57866,165
150,0,0,15,1,819,-999,0.88979,0.82992,-0.059872,0.059872,0.60207,192
150,0,0,30,2,819,-999,1.6331,2.2048,0.57172,0.57172,0.4976,127
150,0,0,15,1,819,-999,0.97301,0.86423,-0.10878,0.10878,0.51406,186
150,0,0,15,1,819,-999,0.20363,0.39359,0.18996,0.18996,0.51284,176
150,0,0,15,1,819,-999,2.0401,2.3088,0.26873,0.26873,0.62884,166
150,0,0,30,2,819,-999,1.4921,0.91721,-0.5749,0.5749,0.55626,127
150,0,0,45,3,819,-999,1.4881,1.7831,0.29497,0.29497,0.6874,162
150,0,0,45,3,819,-999,1.6324,0.83007,-0.80228,0.80228,0.47066,98
150,0,0,15,1,819,-999,3.1086,2.4656,-0.64305,0.64305,0.46726,118
150,0,0,15,1,819,-999,2.3539,2.3806,0.026684,0.026684,0.54617,197
150,0,0,30,2,819,-999,2.3937,2.1678,-0.22588,0.22588,0.5489,171
150,0,0,30,2,819,-999,0.50459,0.53087,0.026279,0.026279,0.6603,197
150,0,0,15,1,819,-999,1.6,1.4007,-0.19928,0.19928,0.6554,175
150,0,0,45,3,819,-999,2.0587,2.4267,0.36807,0.36807,0.58984,153
150,0,0,45,3,819,-999,2.1854,2.2057,0.020345,0.020345,0.4779,197
150,0,0,30,2,819,-999,2.0288,2.3284,0.29958,0.29958,0.57829,162
150,0,0,15,1,819,-999,2.0533,2.0368,-0.016498,0.016498,0.51036,198
150,0,0,30,2,819,-999,0.63033,0.80493,0.1746,0.1746,0.51391,178
150,1,0,45,3,819,-999,0.37463,0.91962,0.54498,0.54498,0.59842,165
150,1,0,15,1,819,-999,2.206,2.4941,0.28809,0.28809,0.51453,182
150,1,0,45,3,819,-999,0.66423,2.2941,-1.5117,1.5117,0.69208,104
150,1,0,30,2,819,-999,2.7771,2.4648,-0.31234,0.31234,0.5642,180
150,1,0,45,3,819,-999,1.4676,2.0584,0.59084,0.59084,0.57119,162
150,1,0,15,1,819,-999,0.89765,0.88604,-0.011609,0.011609,0.47301,199
150,1,0,15,1,819,-999,0.97405,0.7239,-0.25014,0.25014,0.4292,184
150,1,0,45,3,819,-999,0.92828,0.8698,-0.058486,0.058486,0.48379,196
150,1,0,30,2,819,-999,2.0897,2.2182,0.1285,0.1285,0.4976,192
150,1,0,30,2,819,-999,1.0591,0.66817,-0.39091,0.39091,0.44694,175
150,1,0,30,2,819,-999,2.605,2.2739,-0.33114,0.33114,0.50247,179
150,1,0,15,1,819,-999,1.9143,2.2346,0.32029,0.32029,0.57198,180
150,1,0,15,1,819,-999,2.026,2.3357,0.30968,0.30968,0.64637,180
150,1,0,30,2,819,-999,1.4984,1.0556,-0.44282,0.44282,0.46088,172
150,1,0,45,3,819,-999,2.1181,2.0857,-0.032382,0.032382,0.57009,198
150,1,0,15,1,819,-999,1.7148,1.6971,-0.017698,0.017698,0.54858,199
150,1,0,15,1,819,-999,2.3951,2.1968,-0.19828,0.19828,0.48135,187
150,1,0,45,3,819,-999,2.7294,2.8946,0.16516,0.16516,0.44575,189
150,1,0,30,2,819,-999,1.288,1.1611,-0.12693,0.12693,0.59692,192
150,1,0,30,2,819,-999,1.1946,1.1014,-0.093277,0.093277,0.49024,194
150,1,0,45,3,819,-999,0.54383,0.83955,0.29572,0.29572,0.40841,181
150,1,0,30,2,819,-999,2.0965,2.2709,0.1744,0.1744,0.48752,189
150,1,0,15,1,819,-999,1.7777,1.4721,-0.30562,0.30562,0.48161,181
150,1,0,45,3,819,-999,1.1593,2.2028,1.0435,1.0435,0.49744,134
150,0,1,15,1,70,2.8157,1.594,2.4518,0.85779,0.85779,0.47115,91
